,matchId,game_result,summoner_1_win_avg,summoner_1_visionScore_avg,summoner_1_turretKills_avg,summoner_1_totalDamageDealt_avg,summoner_1_goldEarned_avg,summoner_1_dragonKills_avg,summoner_1_damageDealtToObjectives_avg,summoner_1_assists_avg,summoner_1_deaths_avg,summoner_1_kills_avg,summoner_2_win_avg,summoner_2_visionScore_avg,summoner_2_turretKills_avg,summoner_2_totalDamageDealt_avg,summoner_2_goldEarned_avg,summoner_2_dragonKills_avg,summoner_2_damageDealtToObjectives_avg,summoner_2_assists_avg,summoner_2_deaths_avg,summoner_2_kills_avg,summoner_3_win_avg,summoner_3_visionScore_avg,summoner_3_turretKills_avg,summoner_3_totalDamageDealt_avg,summoner_3_goldEarned_avg,summoner_3_dragonKills_avg,summoner_3_damageDealtToObjectives_avg,summoner_3_assists_avg,summoner_3_deaths_avg,summoner_3_kills_avg,summoner_4_win_avg,summoner_4_visionScore_avg,summoner_4_turretKills_avg,summoner_4_totalDamageDealt_avg,summoner_4_goldEarned_avg,summoner_4_dragonKills_avg,summoner_4_damageDealtToObjectives_avg,summoner_4_assists_avg,summoner_4_deaths_avg,summoner_4_kills_avg,summoner_5_win_avg,summoner_5_visionScore_avg,summoner_5_turretKills_avg,summoner_5_totalDamageDealt_avg,summoner_5_goldEarned_avg,summoner_5_dragonKills_avg,summoner_5_damageDealtToObjectives_avg,summoner_5_assists_avg,summoner_5_deaths_avg,summoner_5_kills_avg,summoner_6_win_avg,summoner_6_visionScore_avg,summoner_6_turretKills_avg,summoner_6_totalDamageDealt_avg,summoner_6_goldEarned_avg,summoner_6_dragonKills_avg,summoner_6_damageDealtToObjectives_avg,summoner_6_assists_avg,summoner_6_deaths_avg,summoner_6_kills_avg,summoner_7_win_avg,summoner_7_visionScore_avg,summoner_7_turretKills_avg,summoner_7_totalDamageDealt_avg,summoner_7_goldEarned_avg,summoner_7_dragonKills_avg,summoner_7_damageDealtToObjectives_avg,summoner_7_assists_avg,summoner_7_deaths_avg,summoner_7_kills_avg,summoner_8_win_avg,summoner_8_visionScore_avg,summoner_8_turretKills_avg,summoner_8_totalDamageDealt_avg,summoner_8_goldEarned_avg,summoner_8_dragonKills_avg,summoner_8_damageDealtToObjectives_avg,summoner_8_assists_avg,summoner_8_deaths_avg,summoner_8_kills_avg,summoner_9_win_avg,summoner_9_visionScore_avg,summoner_9_turretKills_avg,summoner_9_totalDamageDealt_avg,summoner_9_goldEarned_avg,summoner_9_dragonKills_avg,summoner_9_damageDealtToObjectives_avg,summoner_9_assists_avg,summoner_9_deaths_avg,summoner_9_kills_avg,summoner_10_win_avg,summoner_10_visionScore_avg,summoner_10_turretKills_avg,summoner_10_totalDamageDealt_avg,summoner_10_goldEarned_avg,summoner_10_dragonKills_avg,summoner_10_damageDealtToObjectives_avg,summoner_10_assists_avg,summoner_10_deaths_avg,summoner_10_kills_avg
0,EUW1_5527687562,0,0.38,19.82,0.88,113916.12,10303.5,0.12,5919.4,5.24,5.02,4.32,0.4489795918367347,29.612244897959183,0.6122448979591837,137915.22448979592,10958.408163265307,1.2857142857142858,18219.224489795917,9.020408163265307,4.918367346938775,6.285714285714286,0.44,14.52,1.08,123962.38,10972.08,0.02,5469.8,4.86,5.96,6.16,0.5306122448979592,28.040816326530614,2.0816326530612246,169037.306122449,13045.795918367347,0.2653061224489796,14488.081632653062,6.775510204081633,6.285714285714286,7.63265306122449,0.48,48.84,0.22,32193.76,7551.58,0.12,3286.74,12.06,5.38,1.96,0.42857142857142855,18.163265306122447,1.489795918367347,111345.9387755102,10404.448979591836,0.22448979591836735,8870.42857142857,6.36734693877551,7.877551020408164,5.448979591836735,0.5,23.75,0.7916666666666666,134080.5,10892.75,1.0416666666666667,16349.104166666666,7.854166666666667,5.625,7.375,0.5306122448979592,21.93877551020408,1.6122448979591837,164698.24489795917,12927.285714285714,0.1836734693877551,11159.959183673469,6.469387755102041,5.795918367346939,7.183673469387755,0.4583333333333333,26.041666666666668,1.25,145000.91666666666,12917.833333333334,0.0625,9727.645833333334,8.25,7.708333333333333,9.729166666666666,0.5102040816326531,63.36734693877551,0.5102040816326531,39332.67346938775,8808.755102040815,0.02040816326530612,2237.734693877551,13.387755102040817,5.1020408163265305,3.2857142857142856
1,EUW1_5527670892,1,0.42,22.94,0.88,104313.32,10181.12,0.18,5307.74,6.52,8.0,6.0,0.40816326530612246,19.897959183673468,0.5918367346938775,129042.20408163265,9867.081632653062,0.7959183673469388,14744.387755102041,7.673469387755102,5.714285714285714,5.755102040816326,0.52,21.4,1.1,121457.9,11837.7,0.22,9244.4,5.98,6.06,6.64,0.4897959183673469,25.653061224489797,1.3877551020408163,124136.10204081633,10758.204081632653,0.14285714285714285,9338.65306122449,6.183673469387755,4.755102040816326,4.857142857142857,0.54,55.08,0.3,14303.06,7679.72,0.08,1688.48,16.92,4.14,2.16,0.5918367346938775,13.244897959183673,1.6734693877551021,120489.28571428571,11059.061224489797,0.22448979591836735,9098.183673469388,4.469387755102041,6.346938775510204,5.489795918367347,0.54,27.78,0.9,130949.98,10196.06,0.9,16616.3,7.92,3.92,6.68,0.5510204081632653,21.877551020408163,1.6122448979591837,163423.4693877551,12822.469387755102,0.1836734693877551,11065.775510204081,6.408163265306122,5.836734693877551,7.081632653061225,0.6326530612244898,22.489795918367346,1.489795918367347,142305.89795918367,11398.65306122449,0.24489795918367346,11459.163265306122,6.795918367346939,5.0,6.673469387755102,0.42,26.42,0.58,100804.86,10978.54,0.1,3621.82,7.5,6.44,7.86
2,EUW1_5527458633,1,0.6530612244897959,30.551020408163264,1.8571428571428572,134765.4081632653,11533.755102040815,0.10204081632653061,10874.34693877551,7.857142857142857,6.8979591836734695,4.938775510204081,0.52,20.78,0.42,152657.72,12399.16,1.26,17623.62,9.04,6.08,9.88,0.5510204081632653,21.571428571428573,1.6122448979591837,164074.3469387755,12867.938775510203,0.16326530612244897,10964.061224489797,6.408163265306122,5.73469387755102,7.204081632653061,0.62,23.7,1.56,125429.86,10987.98,0.08,11027.64,6.94,5.92,5.24,0.40816326530612246,56.326530612244895,0.3877551020408163,29903.714285714286,8279.979591836734,0.0,1632.8979591836735,11.448979591836734,5.816326530612245,3.63265306122449,0.62,22.96,1.2,114992.12,11094.34,0.04,6345.28,7.44,5.26,7.08,0.6530612244897959,24.020408163265305,1.4285714285714286,174135.2857142857,12708.326530612245,1.5714285714285714,25666.102040816328,8.224489795918368,4.285714285714286,7.857142857142857,0.4375,23.791666666666668,1.0,156713.41666666666,12482.208333333334,0.4583333333333333,11656.625,7.291666666666667,7.0,8.0625,0.5102040816326531,23.408163265306122,1.3265306122448979,131964.2857142857,11722.489795918367,0.10204081632653061,9710.040816326531,7.163265306122449,5.510204081632653,6.285714285714286,0.52,59.02,0.48,23544.84,7378.38,0.0,2939.4,13.06,4.44,2.0
3,EUW1_5527441595,1,0.5510204081632653,21.346938775510203,1.2244897959183674,130938.10204081633,11648.57142857143,0.14285714285714285,8825.163265306122,6.142857142857143,4.877551020408164,5.653061224489796,0.52,20.78,0.42,152657.72,12399.16,1.26,17623.62,9.04,6.08,9.88,0.5510204081632653,21.591836734693878,1.5918367346938775,162957.77551020408,12791.673469387755,0.1836734693877551,11057.469387755102,6.428571428571429,5.714285714285714,7.122448979591836,0.46,24.32,1.62,157274.24,12348.54,0.16,10931.52,6.78,6.12,7.26,0.42857142857142855,59.42857142857143,0.46938775510204084,48757.38775510204,8619.224489795919,0.10204081632653061,3206.1428571428573,12.26530612244898,6.428571428571429,3.63265306122449,0.62,30.36,1.8,133551.5,11442.14,0.1,10532.74,7.64,6.96,4.96,0.5510204081632653,24.285714285714285,0.673469387755102,160573.22448979592,11365.836734693878,1.0612244897959184,19665.020408163266,7.6938775510204085,4.530612244897959,7.73469387755102,0.4375,23.791666666666668,1.0,156713.41666666666,12482.208333333334,0.4583333333333333,11656.625,7.291666666666667,7.0,8.0625,0.46808510638297873,25.893617021276597,1.297872340425532,144528.95744680852,12854.510638297872,0.06382978723404255,10003.489361702128,8.340425531914894,7.531914893617022,9.574468085106384,0.52,51.62,0.34,33169.4,8202.5,0.0,2244.74,12.6,5.52,3.06
4,EUW1_5527365898,0,0.46938775510204084,20.102040816326532,1.4489795918367347,126661.73469387754,11698.020408163266,0.22448979591836735,9908.795918367347,5.510204081632653,6.3061224489795915,7.183673469387755,0.44,24.32,0.72,145729.48,10945.14,0.56,16112.96,7.22,7.6,7.0,0.5510204081632653,21.959183673469386,1.5918367346938775,165089.5918367347,12868.183673469388,0.1836734693877551,10994.69387755102,6.285714285714286,5.73469387755102,7.163265306122449,0.44,28.0,1.44,138557.0,11203.38,0.22,8894.52,6.0,5.48,4.98,0.5918367346938775,83.77551020408163,0.30612244897959184,21281.816326530614,7810.122448979592,0.08163265306122448,2021.7551020408164,16.408163265306122,4.530612244897959,2.061224489795918,0.42,12.02,1.12,128220.7,10401.7,0.06,6220.28,4.66,4.6,5.4,0.4489795918367347,34.795918367346935,1.3877551020408163,164351.16326530612,11562.897959183674,1.346938775510204,20961.79591836735,6.1020408163265305,5.3061224489795915,6.8979591836734695,0.62,13.7,1.04,112033.38,12496.88,0.12,5475.9,14.92,6.52,9.26,0.46938775510204084,24.122448979591837,1.2653061224489797,115635.51020408163,10695.489795918367,0.061224489795918366,6994.755102040816,6.204081632653061,6.1020408163265305,5.551020408163265,0.44,61.66,0.46,48383.76,8650.5,0.1,3214.66,12.44,6.38,3.6
5,EUW1_5527251116,1,0.5102040816326531,17.102040816326532,1.2448979591836735,134945.16326530612,14039.673469387755,0.7346938775510204,13255.122448979591,9.46938775510204,7.653061224489796,11.83673469387755,0.64,16.1,1.06,115044.02,12957.22,0.18,9316.36,10.18,5.34,5.48,0.5306122448979592,21.285714285714285,1.5510204081632653,161673.51020408163,12674.795918367347,0.16326530612244897,10473.714285714286,6.346938775510204,5.836734693877551,6.857142857142857,0.52,31.18,0.9,73022.66,10699.7,0.1,5119.6,12.62,6.58,5.58,0.5714285714285714,17.040816326530614,1.7551020408163265,126169.85714285714,15455.57142857143,0.3877551020408163,16193.857142857143,8.081632653061224,6.612244897959184,8.26530612244898,0.52,27.08,2.22,133233.56,15675.06,0.5,21838.78,9.74,8.56,7.58,0.5306122448979592,11.142857142857142,1.6734693877551021,123297.6530612245,15043.489795918367,0.5918367346938775,16773.877551020407,8.10204081632653,7.1020408163265305,10.693877551020408,0.56,18.96,0.94,117922.12,12370.96,0.18,7238.12,11.4,7.96,6.78,0.5918367346938775,7.938775510204081,1.0612244897959184,99063.5306122449,13351.918367346938,0.24489795918367346,6345.122448979592,13.73469387755102,7.571428571428571,8.36734693877551,0.6,45.2,0.36,65962.64,10873.24,0.26,6385.78,13.52,7.36,4.62
6,EUW1_5527236386,1,0.5306122448979592,43.36734693877551,0.5102040816326531,26709.326530612245,9068.551020408164,0.16326530612244897,3137.8979591836733,13.877551020408163,5.836734693877551,2.3877551020408165,0.4,21.7,1.78,143474.1,15306.62,0.48,12067.34,8.26,7.66,11.46,0.5306122448979592,20.26530612244898,1.469387755102041,148469.2857142857,12988.591836734693,0.22448979591836735,11545.387755102041,5.795918367346939,4.326530612244898,7.510204081632653,0.42857142857142855,13.081632653061224,0.6938775510204082,55821.87755102041,12020.224489795919,0.22448979591836735,5399.3877551020405,13.16326530612245,8.489795918367347,7.122448979591836,0.62,25.94,0.54,67598.22,11683.76,0.14,5811.52,11.78,6.18,8.18,0.5102040816326531,14.775510204081632,1.0612244897959184,117176.0612244898,12458.836734693878,0.8367346938775511,14079.918367346938,8.591836734693878,8.938775510204081,7.142857142857143,0.46,15.7,0.74,143916.74,13920.92,0.02,4764.76,6.0,5.62,10.9,0.42857142857142855,17.06122448979592,1.0408163265306123,111406.44897959183,10338.632653061224,0.22448979591836735,7313.081632653061,5.8979591836734695,4.775510204081633,4.591836734693878,0.54,21.7,1.58,163287.26,12830.26,0.18,10936.76,6.38,5.78,7.14,0.4489795918367347,27.693877551020407,1.4081632653061225,143575.1224489796,12845.081632653062,0.061224489795918366,7995.122448979592,8.46938775510204,6.530612244897959,8.061224489795919
7,EUW1_5527213185,1,0.42,20.08,0.64,111243.64,10159.7,0.9,13476.32,5.68,7.06,6.66,0.6326530612244898,7.122448979591836,1.0,57883.30612244898,12033.857142857143,0.22448979591836735,5724.510204081633,10.142857142857142,7.163265306122449,6.551020408163265,0.62,9.58,1.44,92291.78,15151.84,0.22,8232.66,10.76,7.88,12.62,0.4489795918367347,7.612244897959184,0.8775510204081632,105166.69387755102,12576.469387755102,0.02040816326530612,3371.4489795918366,12.510204081632653,6.26530612244898,7.857142857142857,0.32,20.88,1.92,125354.0,15475.24,0.2,12010.26,5.76,7.84,6.94,0.4897959183673469,18.877551020408163,1.2653061224489797,129822.24489795919,13564.367346938776,0.46938775510204084,10709.30612244898,10.040816326530612,8.551020408163266,10.387755102040817,0.58,20.34,1.46,148379.34,12280.0,1.06,16562.7,8.06,7.82,7.54,0.5510204081632653,38.08163265306123,1.2448979591836735,108327.79591836735,10830.367346938776,0.2857142857142857,10176.897959183674,10.571428571428571,4.938775510204081,4.857142857142857,0.58,32.1,1.76,169858.88,14472.46,0.12,9524.26,8.62,4.64,8.62,0.5306122448979592,22.020408163265305,1.5510204081632653,164755.4081632653,12877.69387755102,0.1836734693877551,10997.408163265307,6.285714285714286,5.795918367346939,7.224489795918367
8,EUW1_5527138215,0,0.72,25.5,2.0,140879.94,12220.16,0.14,11461.14,5.12,4.1,6.52,0.5306122448979592,21.0,1.5510204081632653,163053.14285714287,12792.877551020409,0.1836734693877551,10720.387755102041,6.3061224489795915,5.836734693877551,7.081632653061225,0.56,18.02,1.66,160265.66,12412.42,0.08,8719.1,5.82,4.5,6.56,0.5306122448979592,23.020408163265305,1.4489795918367347,120415.44897959183,11016.836734693878,0.22448979591836735,9800.42857142857,7.938775510204081,6.0,5.775510204081633,0.42,99.16,0.44,34953.66,8175.66,0.0,1782.08,14.56,4.82,1.7,0.5102040816326531,22.367346938775512,1.816326530612245,150918.1224489796,11859.326530612245,0.04081632653061224,12059.714285714286,5.428571428571429,5.510204081632653,4.938775510204081,0.44,18.7,0.76,126855.12,9577.86,0.94,16187.12,4.92,4.72,6.52,0.5714285714285714,18.06122448979592,0.8979591836734694,130113.20408163265,10977.714285714286,0.1836734693877551,6189.224489795918,5.653061224489796,5.142857142857143,6.857142857142857,0.48,20.5,1.6,159432.48,12763.76,0.12,9650.52,7.48,6.66,7.3,0.5510204081632653,40.265306122448976,0.5306122448979592,40604.510204081635,9255.591836734693,0.04081632653061224,2095.285714285714,13.89795918367347,6.73469387755102,5.26530612244898
9,EUW1_5527133667,1,0.54,21.7,1.58,163287.26,12830.26,0.18,10936.76,6.38,5.78,7.14,0.5510204081632653,24.979591836734695,1.346938775510204,150484.10204081633,11630.959183673469,1.3061224489795917,23667.367346938776,7.8979591836734695,4.591836734693878,7.26530612244898,0.46,17.66,0.86,114164.22,10604.72,0.08,5895.02,5.78,5.06,5.8,0.5306122448979592,22.816326530612244,1.4285714285714286,121734.30612244898,11142.102040816326,0.22448979591836735,9967.020408163266,8.040816326530612,6.020408163265306,6.040816326530612,0.56,30.94,0.48,46482.96,10313.64,0.02,1568.94,13.86,8.24,7.26,0.46938775510204084,31.836734693877553,1.1224489795918366,135011.1224489796,10694.448979591836,1.163265306122449,20646.938775510203,8.448979591836734,6.081632653061225,7.061224489795919,0.44,26.82,0.98,161347.26,11615.54,1.34,21656.68,5.86,5.26,8.08,0.5102040816326531,24.755102040816325,0.9591836734693877,148431.97959183675,10913.959183673469,1.346938775510204,23041.591836734693,7.122448979591836,3.36734693877551,7.755102040816326,0.48,20.5,1.6,159432.48,12763.76,0.12,9650.52,7.48,6.66,7.3,0.2857142857142857,48.244897959183675,0.20408163265306123,35759.04081632653,7871.9795918367345,0.02040816326530612,2296.0,10.571428571428571,7.326530612244898,2.7551020408163267
